,index,microbe,microbe_genus,patient
29,29,Aeromonas hydrophila,642,chrf_rna_0041_s41.csv
30,30,Bacillus coagulans,1386,chrf_rna_0041_s41.csv
31,31,Streptococcus pneumoniae,1301,chrf_rna_0064_s64.csv
32,32,Haemophilus influenzae,724,chrf_rna_0027_s27.csv
33,33,Nitrospira moscoviensis,1234,chrf_rna_0027_s27.csv
34,34,Streptococcus mitis,1301,chrf_rna_0040_s40.csv
35,35,Corynebacterium vitaeruminis,1716,chrf_rna_0040_s40.csv
36,36,Sphingomonas taxi,13687,chrf_rna_0040_s40.csv
37,37,Anaerococcus prevotii,165779,chrf_rna_0040_s40.csv
38,38,Moraxella osloensis,475,chrf_rna_0040_s40.csv
39,39,Streptococcus pneumoniae,1301,chrf_rna_0037_s37.csv
40,40,Streptococcus pneumoniae,1301,chrf_rna_0073_s73.csv
41,41,Streptococcus pneumoniae,1301,chrf_rna_0014_s14.csv
42,42,TTV-like mini virus,687332,chrf_rna_0014_s14.csv
43,43,Pseudomonas stutzeri,286,chrf_rna_0015_s15.csv
44,44,Acinetobacter lwoffii,469,chrf_rna_0015_s15.csv
45,45,Primate tetraparvovirus 1,1511911,chrf_rna_0015_s15.csv
46,46,Elizabethkingia anophelis,308865,chrf_rna_0029_s29.csv
47,47,Streptococcus pneumoniae,1301,chrf_rna_0075_s75.csv
48,48,Streptococcus pneumoniae,1301,chrf_rna_0026_s26.csv
49,49,Pseudomonas fragi,286,chrf_rna_0016_s16.csv
50,50,Streptococcus pneumoniae,1301,chrf_rna_0076_s76.csv
51,51,Tobacco mild green mosaic virus,12234,chrf_rna_0076_s76.csv
52,52,TTV-like mini virus,687332,chrf_rna_0039_s39.csv
53,53,Streptococcus pneumoniae,1301,chrf_rna_0086_s86.csv
54,54,Torque teno mini virus 5,687332,chrf_rna_0086_s86.csv
55,55,Sphingomonas taxi,13687,chrf_rna_0028_s28.csv
56,56,Streptococcus pneumoniae,1301,chrf_rna_0062_s62.csv
57,57,TTV-like mini virus,687332,chrf_rna_0062_s62.csv
58,58,Sphingomonas taxi,13687,chrf_rna_0025_s25.csv
59,59,Rhodococcus fascians,1827,chrf_rna_0025_s25.csv
60,60,Streptococcus pneumoniae,1301,chrf_rna_0025_s25.csv
61,61,Torque teno virus 19,687331,chrf_rna_0025_s25.csv
62,62,Streptococcus pneumoniae,1301,chrf_rna_0051_s51.csv
63,63,TTV-like mini virus,687332,chrf_rna_0051_s51.csv
64,64,Neisseria meningitidis,482,chrf_rna_0063_s63.csv
65,65,Torque teno virus 8,687331,chrf_rna_0063_s63.csv
66,66,Staphylococcus warneri,1279,chrf_rna_0003_s3.csv
67,67,Streptococcus pneumoniae,1301,chrf_rna_0003_s3.csv
68,68,Torque teno virus 16,687331,chrf_rna_0003_s3.csv
69,69,Methylobacterium aquaticum,407,chrf_rna_0017_s17.csv
70,70,Anaerococcus prevotii,165779,chrf_rna_0087_s87.csv
71,0,Acinetobacter junii,469,chrf_rna_0065_s65.csv
72,1,Rheinheimera sp. F8,67575,chrf_rna_0065_s65.csv
73,2,Pseudomonas mendocina,286,chrf_rna_0065_s65.csv
74,3,Comamonas aquatica,283,chrf_rna_0065_s65.csv
75,4,Bacteroides vulgatus,816,chrf_rna_0042_s42.csv
76,5,Planococcus rifietoensis,1372,chrf_rna_0042_s42.csv
77,6,Pantoea agglomerans,53335,chrf_rna_0042_s42.csv
78,7,Kocuria turfanensis,57493,chrf_rna_0007_s7.csv
79,8,Methylophaga frappieri,40222,chrf_rna_0030_s30.csv
80,9,Providencia stuartii,586,chrf_rna_0078_s78.csv
81,10,Cupriavidus metallidurans,106589,chrf_rna_0078_s78.csv
82,11,Mycobacterium smegmatis,1763,chrf_rna_0044_s44.csv
83,12,Human herpesvirus 6,40272,chrf_rna_0044_s44.csv
84,13,Microbacterium sp. LKL04,33882,chrf_rna_0020_s20.csv
85,14,Cellulomonas gilvus,1707,chrf_rna_0020_s20.csv
86,15,Brevundimonas naejangsanensis,41275,chrf_rna_0020_s20.csv
87,16,Mycobacterium gilvum,1763,chrf_rna_0020_s20.csv
88,17,Rhodoplanes sp. Z2-YC6860,29407,chrf_rna_0054_s54.csv
89,18,Aerococcus viridans,1375,chrf_rna_0066_s66.csv
90,19,Lactobacillus reuteri,1578,chrf_rna_0066_s66.csv
91,20,Conexibacter woesei,191494,chrf_rna_0066_s66.csv
92,21,Mesorhizobium loti,68287,chrf_rna_0066_s66.csv
93,22,Human mastadenovirus C,10509,chrf_rna_0066_s66.csv
94,23,Corynebacterium maris,1716,chrf_rna_0018_s18.csv
95,24,Salmonella enterica,590,chrf_rna_0018_s18.csv
96,25,Betapapillomavirus 4,333922,chrf_rna_0018_s18.csv
97,26,Cutibacterium acnes,1912216,chrf_rna_0019_s19.csv
98,27,Escherichia coli,561,chrf_rna_0019_s19.csv
99,28,Sphingomonas taxi,13687,chrf_rna_0019_s19.csv
100,29,Streptococcus lutetiensis,1301,chrf_rna_0019_s19.csv
101,30,Serratia liquefaciens,613,chrf_rna_0019_s19.csv
102,31,Acinetobacter johnsonii,469,chrf_rna_0019_s19.csv
103,32,Pseudomonas putida,286,chrf_rna_0019_s19.csv
104,33,Planococcus antarcticus,1372,chrf_rna_0019_s19.csv
105,34,Paracoccus contaminans,265,chrf_rna_0019_s19.csv
106,35,Methylobacterium oryzae,407,chrf_rna_0089_s89.csv
107,36,Streptococcus mitis,1301,chrf_rna_0008_s8.csv
108,37,Streptomyces clavuligerus,1883,chrf_rna_0079_s79.csv
109,38,Micromonospora echinospora,1873,chrf_rna_0079_s79.csv
110,39,Mycobacterium sp. YC-RL4,1763,chrf_rna_0056_s56.csv
111,40,Moraxella osloensis,475,chrf_rna_0080_s80.csv
112,41,Enterobacter cloacae,547,chrf_rna_0006_s6.csv
113,42,Bosea sp. AS-1,85413,chrf_rna_0006_s6.csv
114,43,Leptotrichia sp. oral taxon 212,32067,chrf_rna_0006_s6.csv
115,44,Oryza sativa alphaendornavirus,2003394,chrf_rna_0006_s6.csv
116,45,Sphingomonas taxi,13687,chrf_rna_0092_s92.csv
117,46,Pseudomonas viridiflava,286,chrf_rna_0092_s92.csv
118,47,Saccharomyces cerevisiae virus L-A,11007,chrf_rna_0092_s92.csv
119,48,Kineococcus radiotolerans,33981,chrf_rna_0032_s32.csv
120,49,Salmonella enterica,590,chrf_rna_0032_s32.csv
121,50,Primate tetraparvovirus 1,1511911,chrf_rna_0032_s32.csv
122,51,Sphingomonas koreensis,13687,chrf_rna_0067_s67.csv
123,52,Paracoccus yeei,265,chrf_rna_0067_s67.csv
124,53,Rhodococcus fascians,1827,chrf_rna_0067_s67.csv
125,54,Deinococcus soli Cha et al. 2016,1298,chrf_rna_0067_s67.csv
126,55,Microbacterium aurum,33882,chrf_rna_0067_s67.csv
127,56,Kocuria palustris,57493,chrf_rna_0053_s53.csv
128,57,Lactobacillus rhamnosus,1578,chrf_rna_0068_s68.csv
129,58,Human mastadenovirus C,10509,chrf_rna_0068_s68.csv
130,59,Staphylococcus epidermidis,1279,chrf_rna_0021_s21.csv
131,60,Micrococcus luteus,1269,chrf_rna_0021_s21.csv
132,61,Methylobacterium aquaticum,407,chrf_rna_0021_s21.csv
133,62,Enterococcus cecorum,1350,chrf_rna_0021_s21.csv
134,63,Salinicoccus halodurans,45669,chrf_rna_0021_s21.csv
135,64,Lactobacillus crispatus,1578,chrf_rna_0021_s21.csv
136,65,Staphylococcus saprophyticus,1279,chrf_rna_0009_s9.csv
137,66,Corynebacterium ureicelerivorans,1716,chrf_rna_0009_s9.csv
138,67,Nitrosomonas sp. Is79A3,914,chrf_rna_0009_s9.csv
139,68,Saccharomyces cerevisiae virus L-A,11007,chrf_rna_0009_s9.csv
140,69,Escherichia coli,561,chrf_rna_0091_s91.csv
141,70,Pseudonocardia sp. AL041005-10,1847,chrf_rna_0091_s91.csv
142,71,Corynebacterium ureicelerivorans,1716,chrf_rna_0077_s77.csv
143,72,Ralstonia mannitolilytica,48736,chrf_rna_0077_s77.csv
144,73,Pseudonocardia dioxanivorans,1847,chrf_rna_0031_s31.csv
145,74,Blastococcus saxobsidens,38501,chrf_rna_0031_s31.csv
146,75,Corynebacterium ureicelerivorans,1716,chrf_rna_0031_s31.csv
147,76,Modestobacter marinus,88138,chrf_rna_0031_s31.csv
148,77,Staphylococcus aureus,1279,chrf_rna_0090_s90.csv
149,78,Pseudomonas putida,286,chrf_rna_0090_s90.csv
150,79,Veillonella parvula,29465,chrf_rna_0090_s90.csv
151,80,Cutibacterium acnes,1912216,chrf_rna_0043_s43.csv
152,81,Corynebacterium urealyticum,1716,chrf_rna_0043_s43.csv
153,82,Streptomyces avermitilis,1883,chrf_rna_0043_s43.csv
154,0,Stenotrophomonas maltophilia,40323,chrf_rna_0059_s59.csv
155,1,Acinetobacter baumannii,469,chrf_rna_0059_s59.csv
156,2,Torque teno virus 5,687331,chrf_rna_0059_s59.csv
157,3,Aeromonas hydrophila,642,chrf_rna_0072_s72.csv
158,4,Torque teno virus 16,687331,chrf_rna_0072_s72.csv
159,5,Cutibacterium acnes,1912216,chrf_rna_0070_s70.csv
160,6,Bacillus cereus,1386,chrf_rna_0070_s70.csv
161,7,Staphylococcus epidermidis,1279,chrf_rna_0070_s70.csv
162,8,Sphingomonas taxi,13687,chrf_rna_0071_s71.csv
163,9,Staphylococcus pasteuri,1279,chrf_rna_0071_s71.csv
164,10,Truepera radiovictrix,332248,chrf_rna_0071_s71.csv
165,11,Chikungunya virus,11019,chrf_rna_0071_s71.csv
166,12,Streptococcus thermophilus,1301,chrf_rna_0011_s11.csv
167,13,Mumps rubulavirus,39744,chrf_rna_0011_s11.csv
168,14,Aurantimonas manganoxydans,182269,chrf_rna_0081_s81.csv
169,15,Rhodococcus ruber,1827,chrf_rna_0047_s47.csv
170,16,Bacillus flexus,1386,chrf_rna_0047_s47.csv
171,17,Bacteroides uniformis,816,chrf_rna_0047_s47.csv
172,18,TTV-like mini virus,687332,chrf_rna_0047_s47.csv
173,19,Salmonella enterica,590,chrf_rna_0082_s82.csv
174,20,Cutibacterium acnes,1912216,chrf_rna_0023_s23.csv
175,21,Sandaracinus amylolyticus,1055688,chrf_rna_0023_s23.csv
176,22,Lactobacillus reuteri,1578,chrf_rna_0010_s10.csv
177,23,Enterovirus B,12059,chrf_rna_0010_s10.csv
178,24,Mycobacterium tuberculosis,1763,chrf_rna_0058_s58.csv
179,25,Pseudomonas fluorescens,286,chrf_rna_0084_s84.csv
180,26,Enterococcus faecium,1350,chrf_rna_0084_s84.csv
181,27,Microcoleus sp. PCC 7113,44471,chrf_rna_0084_s84.csv
182,28,Torque teno virus 16,687331,chrf_rna_0035_s35.csv
183,29,Corynebacterium aurimucosum,1716,chrf_rna_0060_s60.csv
184,30,Sphingomonas taxi,13687,chrf_rna_0060_s60.csv
185,31,Staphylococcus haemolyticus,1279,chrf_rna_0060_s60.csv
186,32,Pseudomonas stutzeri,286,chrf_rna_0060_s60.csv
187,33,Saccharomyces cerevisiae virus L-A,11007,chrf_rna_0060_s60.csv
188,34,Cutibacterium acnes,1912216,chrf_rna_0046_s46.csv
189,35,Pseudomonas oryzihabitans,286,chrf_rna_0022_s22.csv
190,36,Cucumber green mottle mosaic virus,12234,chrf_rna_0022_s22.csv
191,37,Cutibacterium acnes,1912216,chrf_rna_0034_s34.csv
192,38,Staphylococcus pasteuri,1279,chrf_rna_0093_s93.csv
193,39,Cutibacterium acnes,1912216,chrf_rna_0094_s94.csv
194,40,Staphylococcus epidermidis,1279,chrf_rna_0094_s94.csv
195,41,Chikungunya virus,11019,chrf_rna_0094_s94.csv
196,42,Pseudoxanthomonas suwonensis,83618,chrf_rna_0095_s95.csv
197,43,Sphingomonas taxi,13687,chrf_rna_0095_s95.csv
198,44,Torque teno virus 8,687331,chrf_rna_0095_s95.csv
199,45,Staphylococcus capitis,1279,chrf_rna_0012_s12.csv
200,46,Cutibacterium acnes,1912216,chrf_rna_0012_s12.csv
201,47,Sphingomonas taxi,13687,chrf_rna_0012_s12.csv
202,48,Chikungunya virus,11019,chrf_rna_0012_s12.csv
203,49,TTV-like mini virus,687332,chrf_rna_0083_s83.csv
