,index,microbe,microbe_genus,patient
60,60,Comamonas aquatica,283,chrf_rna_0065_s65.csv
61,61,Lactobacillus plantarum,1578,chrf_rna_0066_s66.csv
62,62,Pseudomonas alcaligenes,286,chrf_rna_0067_s67.csv
63,63,Lactobacillus rhamnosus,1578,chrf_rna_0068_s68.csv
64,64,Klebsiella pneumoniae,570,chrf_rna_0068_s68.csv
65,65,Bifidobacterium pseudocatenulatum,1678,chrf_rna_0077_s77.csv
66,66,Human mastadenovirus C,10509,chrf_rna_0078_s78.csv
67,67,Psychrobacter sp. DAB_AL43B,497,chrf_rna_0079_s79.csv
68,68,Human gammaherpesvirus 4,10375,chrf_rna_0080_s80.csv
69,69,Corynebacterium maris,1716,chrf_rna_0089_s89.csv
70,70,Aeromonas hydrophila,642,chrf_rna_0090_s90.csv
71,71,Lactobacillus gasseri,1578,chrf_rna_0091_s91.csv
72,72,Gardnerella vaginalis,2701,chrf_rna_0092_s92.csv
73,73,Mumps rubulavirus,39744,chrf_rna_0011_s11.csv
74,74,Primate tetraparvovirus 1,1511911,chrf_rna_0012_s12.csv
75,75,Cucumber green mottle mosaic virus,12234,chrf_rna_0022_s22.csv
76,76,Saccharomyces cerevisiae virus L-A,11007,chrf_rna_0023_s23.csv
77,77,Gammapapillomavirus 12,325455,chrf_rna_0034_s34.csv
78,78,Torque teno virus 16,687331,chrf_rna_0035_s35.csv
79,79,Bacteroides vulgatus,816,chrf_rna_0046_s46.csv
80,80,Bifidobacterium longum,1678,chrf_rna_0046_s46.csv
81,81,Stenotrophomonas maltophilia,40323,chrf_rna_0059_s59.csv
82,82,Acinetobacter baumannii,469,chrf_rna_0059_s59.csv
83,83,Xanthomonas citri,338,chrf_rna_0059_s59.csv
84,84,Saccharomyces cerevisiae virus L-BC (La),11007,chrf_rna_0060_s60.csv
85,85,Torque teno virus 16,687331,chrf_rna_0072_s72.csv
86,86,Thermus thermophilus,270,chrf_rna_0082_s82.csv
87,87,TTV-like mini virus,687332,chrf_rna_0083_s83.csv
88,88,Enterococcus faecium,1350,chrf_rna_0084_s84.csv
89,89,Zucchini yellow mosaic virus,12195,chrf_rna_0093_s93.csv
90,90,Torque teno virus 24,687331,chrf_rna_0095_s95.csv
91,91,Bacillus cereus,1386,chrf_rna_0033_s33.csv
92,92,Rhodococcus opacus,1827,chrf_rna_0033_s33.csv
93,93,Corynebacterium aurimucosum,1716,chrf_rna_0045_s45.csv
94,94,Streptococcus sanguinis,1301,chrf_rna_0045_s45.csv
95,95,Pseudomonas stutzeri,286,chrf_rna_0057_s57.csv
96,96,Bacillus cereus,1386,chrf_rna_0057_s57.csv
97,97,Mycobacterium sp. YC-RL4,1763,chrf_rna_0096_s96.csv
98,98,Streptomyces sp. Mg1,1883,chrf_rna_0096_s96.csv
